PARCEIRO,ESPECIALIDADE,PRODUTOS,VALOR PARTICULAR,VALOR REPASSE,VALOR VENDA
Labsabin,Exame,TOXICOLOGICO PARA CONCURSO," R$  150,00 "," R$  105,00 ","R$ 0,00"
Labsabin,Exame,TOXOPLASMOSE - IGM," R$  35,00 "," R$  24,50 ","R$ 0,00"
Labsabin,Exame,TOXOPLASMOSE IGG," R$  35,00 "," R$  24,50 ","R$ 0,00"
Labsabin,Exame,TP," R$  12,00 "," R$  8,40 ","R$ 0,00"
Labsabin,Exame,TRANSFERRINA," R$  20,00 "," R$  14,00 ","R$ 0,00"
Labsabin,Exame,TRIGLICERIDEOS," R$  12,00 "," R$  8,40 ","R$ 0,00"
Labsabin,Exame,TSH," R$  17,00 "," R$  11,90 ","R$ 0,00"
Labsabin,Exame,TTPA," R$  12,00 "," R$  8,40 ","R$ 0,00"
Labsabin,Exame,UREIA," R$  12,00 "," R$  8,40 ","R$ 0,00"
Labsabin,Exame,UROCULTURA ( CULTURA DE BACTERIAS P/IDENTIFICAÇÃO) ," R$  15,00 "," R$  10,50 ","R$ 0,00"
Labsabin,Exame,VELOCIDADE DE HOMOSSEDIMENTACAO  (VHS)," R$  12,00 "," R$  8,40 ","R$ 0,00"
Labsabin,Exame,"VITAMINA ""D"" 25 HIDROXI, DOSAGEM (VITAMINA D3)"," R$  70,00 "," R$  49,00 ","R$ 0,00"
Labsabin,Exame,"VITAMINA A, DOSAGEM"," R$  130,00 "," R$  91,00 ","R$ 0,00"
Labsabin,Exame,VITAMINA B12," R$  57,00 "," R$  42,00 ","R$ 0,00"
Labsabin,Exame,VITAMINA C," R$  99,00 "," R$  69,30 ","R$ 0,00"
Labsabin,Exame,VITAMINA D," R$  70,00 "," R$  49,00 ","R$ 0,00"
Labsabin,Exame,VITAMINA E," R$  120,00 "," R$  84,00 ","R$ 0,00"
Labsabin,Exame,VITAMINA K," R$  366,00 "," R$  256,20 ","R$ 0,00"
Labsabin,Exame,ZINCO," R$  40,00 "," R$  28,00 ","R$ 0,00"
