PARCEIRO,ESPECIALIDADE,PRODUTOS,VALOR PARTICULAR,VALOR REPASSE,VALOR VENDA
Maria Luiza Reis,Pos operatorio,10 Sessões + Intraoperatório Mama,"R$1.968,75","R$1.575,00","R$ 0,00"
Maria Luiza Reis,Pos operatorio,5 Sessões + Intraoperatório Mama,"R$1.250,00","R$1.000,00","R$ 0,00"
Maria Luiza Reis,Pos operatorio,10 Sessões + Intraoperatório Corporal,"R$2.500,00","R$2.000,00","R$ 0,00"
