PARCEIRO,ESPECIALIDADE,PRODUTOS,VALOR PARTICULAR,VALOR REPASSE,VALOR VENDA
Beatriz Vidal,Pos operatorio,Pós Operatório Lipo + Mastopexia,"R$2.800,00","R$2.500,00","R$ 0,00"
Beatriz Vidal,Pos operatorio,Pós Operatorio Lipoabdominoplastia 5 Sessões,"R$2.800,00","R$2.500,00","R$ 0,00"
Beatriz Vidal,Pos operatorio,Pós Operatorio Mama 5 Sessões,"R$2.500,00","R$2.000,00","R$ 0,00"
