PARCEIRO,ESPECIALIDADE,PRODUTOS,VALOR PARTICULAR,VALOR REPASSE,VALOR VENDA
Biolab,Exame,CREATININA URINARIA (24H)," R$  10,00 "," R$  8,00 ","R$ 0,00"
Biolab,Exame,CREATININA URINARIA AMOSTRA ISOLADA," R$  10,00 "," R$  8,00 ","R$ 0,00"
Biolab,Exame,CREATINOFOSFOQUINASE- ATIVIDADE - CPK," R$  20,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,CREATINOFOSFOQUINASE- FRAÇÃO MB- MASSA," R$  26,00 "," R$  18,20 ","R$ 0,00"
Biolab,Exame,CREATINOFOSFOQUINASE TOTAL ( CPK )," R$  20,00 "," R$  8,00 ","R$ 0,00"
Biolab,Exame,"CRESCIMENTO, HORMÔNIO DO ( HGH )"," R$  40,00 "," R$  31,50 ","R$ 0,00"
Biolab,Exame,CRIOAGLUTININA," R$  30,00 "," R$  17,00 ","R$ 0,00"
Biolab,Exame,CRIOGLOBULINAS," R$  30,00 "," R$  25,00 ","R$ 0,00"
Biolab,Exame,CROMO," R$  40,00 "," R$  27,00 ","R$ 0,00"
Biolab,Exame,CROMOGRAMA A ( SECRETOGRANINA I)," R$  550,00 "," R$  385,00 ","R$ 0,00"
Biolab,Exame,CULTURA DE BACTERIAS P/IDENTIFICAÇÃO," R$  70,00 "," R$  27,00 ","R$ 0,00"
Biolab,Exame,CULTURA DE URINA- COM CONTAGEM DE COLÔNIAS," R$  42,00 "," R$  32,00 ","R$ 0,00"
Biolab,Exame,CULTURA DE URINA COM TSA," R$  30,00 "," R$  23,00 ","R$ 0,00"
Biolab,Exame,CULTURA GERAL LÍQUIDOS," R$  55,00 "," R$  38,50 ","R$ 0,00"
Biolab,Exame,CULTURA PARA FUNGOS," R$  50,00 "," R$  30,00 ","R$ 0,00"
Biolab,Exame,CULTURA PARA MICOBACTÉRIAS," R$  100,00 "," R$  70,00 ","R$ 0,00"
Biolab,Exame,CULTURA SELETIVA PARA STREPTOCOCCUS GRUPO B," R$  80,00 "," R$  56,00 ","R$ 0,00"
Biolab,Exame,"CULTURA, MICOBACTÉRIAS"," R$  100,00 "," R$  70,00 ","R$ 0,00"
Biolab,Exame,"CULTURA, MICOPLASMA"," R$  64,00 "," R$  44,80 ","R$ 0,00"
Biolab,Exame,"CULTURA, NEISSERIA"," R$  64,00 "," R$  44,80 ","R$ 0,00"
Biolab,Exame,"CULTURA, UREAPLASMA"," R$  64,00 "," R$  44,80 ","R$ 0,00"
Biolab,Exame,CURVA GLICEMICA 120 MIN - 4 DOSAGENS," R$  40,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,CURVA GLICEMICA 180 MIN - 5 DOSAGENS," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,CURVA GLICEMICA 240 MIN - 6 DOSAGENS," R$  60,00 "," R$  42,00 ","R$ 0,00"
Biolab,Exame,CURVA GLICEMICA 30 MIN- 1 DOSAGEM," R$  10,00 "," R$  7,00 ","R$ 0,00"
Biolab,Exame,CURVA GLICEMICA 60 MIN - 2 DOSAGENS," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,CURVA GLICEMICA 90 MIN - 3 DOSAGENS," R$  30,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,D DIMERO," R$  150,00 "," R$  102,00 ","R$ 0,00"
Biolab,Exame,DEHIDROEPIANDROSTERONA( DHEA )," R$  40,00 "," R$  20,00 ","R$ 0,00"
Biolab,Exame,DEHIDROTESTOSTERONA( DHT )," R$  90,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,DENGUE - NS1," R$  50,00 "," R$  40,00 ","R$ 0,00"
Biolab,Exame,DENGUE- IGG/IGM," R$  50,00 "," R$  40,00 ","R$ 0,00"
Biolab,Exame,DESIDROGENASE LÁCTICA," R$  20,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,DESIDROGENASE LÁCTICA LÍQUIDOS (LDH)," R$  20,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,DISBIOSE - INDICAN," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,DISMORFISMO ERITROCITARIO," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,DNA DOU OU TRIO," R$  450,00 "," R$  315,00 ","R$ 0,00"
Biolab,Exame,"DST DOENÇA SEXUALMENTE TRANSMISSIVÉIS, PCR"," R$  350,00 "," R$  245,00 ","R$ 0,00"
Biolab,Exame,ELASTASE PANCREATICA FECAL," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,ELETROFORESE DE HEMOGLOBINA OU HPLC," R$  30,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,ELETROFORESE DE LIPOPROTEÍNAS," R$  40,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,ELETROFORESE DE PROTEÍNAS," R$  30,00 "," R$  17,00 ","R$ 0,00"
Biolab,Exame,ENOLASE," R$  210,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,ERITROGRAMA," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,ERROS INATOS DO METABOLISMO TRIAGEM EXPANDIDA," R$  330,00 "," R$  231,00 ","R$ 0,00"
Biolab,Exame,ESPERMOCULTURA," R$  110,00 "," R$  77,00 ","R$ 0,00"
Biolab,Exame,ESTRADIOL E2," R$  30,00 "," R$  13,00 ","R$ 0,00"
Biolab,Exame,ESTRIOL E3 (SANGUE)," R$  30,00 "," R$  13,00 ","R$ 0,00"
Biolab,Exame,ESTROGÊNIOS TOTAIS ( FENOLESTERÓIDES ) - E1+E2+E3," R$  90,00 "," R$  63,00 ","R$ 0,00"
Biolab,Exame,ESTRONA E1," R$  30,00 "," R$  16,00 ","R$ 0,00"
Biolab,Exame,"FALCIZAÇÃO, TESTE DE"," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,"FATOR ANTINUCLEAR, ( FAN )"," R$  30,00 "," R$  17,00 ","R$ 0,00"
Biolab,Exame,FATOR II DA COAGULAÇÃO," R$  350,00 "," R$  245,00 ","R$ 0,00"
Biolab,Exame,"FATOR IX, DOSAGEM"," R$  150,00 "," R$  105,00 ","R$ 0,00"
Biolab,Exame,"FATOR REUMATOIDE, QUANTITATIVO"," R$  20,00 "," R$  9,00 ","R$ 0,00"
Biolab,Exame,"FATOR REUMATOIDE, TESTE DO LÁTEX ( QUALITATIVO )"," R$  10,00 "," R$  9,00 ","R$ 0,00"
Biolab,Exame,FATOR RH ," R$  10,00 "," R$  3,00 ","R$ 0,00"
Biolab,Exame,FATOR V DE LEIDEN," R$  250,00 "," R$  200,00 ","R$ 0,00"
Biolab,Exame,"FATOR V, DOSAGEM"," R$  250,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,FATOR VII," R$  130,00 "," R$  65,00 ","R$ 0,00"
Biolab,Exame,"FATOR VIII, DOSAGEM"," R$  110,00 "," R$  77,00 ","R$ 0,00"
Biolab,Exame,"FATOR VIII, DOSAGEM DO INIBIDOR"," R$  1.550,00 "," R$  1.085,00 ","R$ 0,00"
Biolab,Exame,"FATOR X, DOSAGEM"," R$  190,00 "," R$  133,00 ","R$ 0,00"
Biolab,Exame,"FATOR XI, DOSAGEM"," R$  210,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,"FATOR XII, DOSAGEM"," R$  190,00 "," R$  133,00 ","R$ 0,00"
Biolab,Exame,FATOR XIII," R$  250,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,FENOBARBITAL," R$  30,00 "," R$  24,00 ","R$ 0,00"
Biolab,Exame,FERRITINA," R$  30,00 "," R$  19,00 ","R$ 0,00"
Biolab,Exame,FERRO SÉRICO," R$  20,00 "," R$  10,00 ","R$ 0,00"
Biolab,Exame,"FIBRINOGÊNIO, DOSAGEM"," R$  30,00 "," R$  20,00 ","R$ 0,00"
Biolab,Exame,FOSFATASE ÁCIDA FRAÇÃO PROSTÁTICA," R$  20,00 "," R$  13,00 ","R$ 0,00"
Biolab,Exame,FOSFATASE ACIDA TOTAL," R$  18,00 "," R$  11,00 ","R$ 0,00"
Biolab,Exame,FOSFATASE ALCALINA," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,FOSFATIDIL SERINA IGG/IGM/IGA," R$  600,00 "," R$  420,00 ","R$ 0,00"
Biolab,Exame,FOSFOLIPÍDEOS," R$  50,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,FÓSFORO," R$  20,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,FOSFORO URINARIO 24 H," R$  20,00 "," R$  9,00 ","R$ 0,00"
Biolab,Exame,FRUTOSAMINA," R$  30,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,FSH - HORMONIO FOLÍCULO ESTIMULANTE," R$  30,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,FTA-ABS IGG," R$  20,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,FTA-ABS IGM," R$  30,00 "," R$  16,00 ","R$ 0,00"
Biolab,Exame,FUNGOS - PESQUISA," R$  35,00 "," R$  25,00 ","R$ 0,00"
Biolab,Exame,GALACTOMANANA," R$  490,00 "," R$  343,00 ","R$ 0,00"
Biolab,Exame,GAMA-GLUTAMILTRANSFERASE," R$  20,00 "," R$  6,00 ","R$ 0,00"
Biolab,Exame,GASTRINA," R$  101,00 "," R$  70,70 ","R$ 0,00"
Biolab,Exame,GLICEMIA APÓS SOBRECARGA COM DEXTROSOL OU GLICOSE," R$  20,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,GLICEMIA PÓS PRANDIAL," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,GLICOSE PÓS ALMOÇO," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,GLICOSE PÓS CAFÉ," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,GLICOSE POS JANTAR," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,GLICOSE URINÁRIA (24H)," R$  15,00 "," R$  10,50 ","R$ 0,00"
Biolab,Exame,GLICOSE/GLICEMIA DE JEJUM," R$  10,00 "," R$  4,00 ","R$ 0,00"
Biolab,Exame,GLICOSE-6-FOSFATO DEIDROGENASE ( G6PD )," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,GLOBULINA DE LIGAÇÃO DE HORMÔNIOS SEXUAIS ( SHBG )," R$  87,00 "," R$  24,00 ","R$ 0,00"
Biolab,Exame,GLOBULINA TRANSPORTADORA DA TIROXINA ( TBG )," R$  60,00 "," R$  42,00 ","R$ 0,00"
Biolab,Exame,"GORDURA FECAL, PESQUISA	(ÁCIDO GRAXOS)"," R$  40,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,GRUPO SANGUÍNEO ABO," R$  10,00 "," R$  3,00 ","R$ 0,00"
Biolab,Exame,"GRUPO SANGUÍNEO ABO, E FATOR RHO( INCLUI DU )"," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,H PYLORI - FECAL," R$  500,00 "," R$  350,00 ","R$ 0,00"
Biolab,Exame,HAPTOGLOBINA," R$  30,00 "," R$  18,00 ","R$ 0,00"
Biolab,Exame,HELICOBACTER PYLORI IGM," R$  70,00 "," R$  49,00 ","R$ 0,00"
Biolab,Exame,HELICOBACTERPYLORI – IGA," R$  204,00 "," R$  150,00 ","R$ 0,00"
Biolab,Exame,HELICOBACTERPYLORI – IGG," R$  78,00 "," R$  54,60 ","R$ 0,00"
Biolab,Exame,HEMATOCRITO," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,HEMOCULTURA (FUNGOS)," R$  80,00 "," R$  50,00 ","R$ 0,00"
Biolab,Exame,HEMOCULTURA 1°AMOSTRA," R$  80,00 "," R$  50,00 ","R$ 0,00"
Biolab,Exame,HEMOCULTURA 2°AMOSTRA," R$  80,00 "," R$  50,00 ","R$ 0,00"
Biolab,Exame,HEMOCULTURA 3°AMOSTRA," R$  80,00 "," R$  50,00 ","R$ 0,00"
Biolab,Exame,HEMOGLOBINA," R$  10,00 "," R$  5,00 ","R$ 0,00"
Biolab,Exame,HEMOGLOBINA GLICADA( A1 TOTAL )," R$  20,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,HEMOGLOBINA GLICADA( FRAÇÃO A1C )," R$  20,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,"HEMOGRAMA COM CONTAGEM DE PLAQUETAS OU FRAÇÕES ( ERITROGRAMA, LEUCOGRAMA, PLAQUETAS )"," R$  20,00 "," R$  9,00 ","R$ 0,00"
Biolab,Exame,HEPATITE A – HAV – IGG," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,HEPATITE A – HAV – IGM," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,HEPATITE A - HAV TOTAL," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,HEPATITE B – ANTI-HBE," R$  30,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,HEPATITE B – ANTI-HBS ( ANTI-ANTÍGENO DE SUPERFÍCIE )," R$  25,00 "," R$  19,00 ","R$ 0,00"
Biolab,Exame,HEPATITE B – HBC IGG – IGG( ANTI CORE IGG OU ACOREG )," R$  30,00 "," R$  16,00 ","R$ 0,00"
Biolab,Exame,HEPATITE B – HBC IGM( ANTI CORE IGM OU ACOREM )," R$  30,00 "," R$  23,00 ","R$ 0,00"
Biolab,Exame,HEPATITE B – HBC TOTAL," R$  30,00 "," R$  16,00 ","R$ 0,00"
Biolab,Exame,HEPATITE B – HBEAG( ANTÍGENO E )," R$  30,00 "," R$  24,00 ","R$ 0,00"
Biolab,Exame,"HEPATITE B – HBSAG ( AU, ANTÍGENO DE AUSTRÁLIA)"," R$  20,00 "," R$  17,00 ","R$ 0,00"
Biolab,Exame,HERPES I E II IGG," R$  40,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,HERPES I E II IGM," R$  40,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,HERPES SIMPLES – IGG," R$  80,00 "," R$  55,00 ","R$ 0,00"
Biolab,Exame,HERPES SIMPLES – IGM," R$  80,00 "," R$  55,00 ","R$ 0,00"
Biolab,Exame,HERPES SIMPLES TIPO 2 – DETECÇÃO POR PCR," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,HERPES SIMPLES TIPO 2 – IGG," R$  65,00 "," R$  45,50 ","R$ 0,00"
Biolab,Exame,HGH- HORMONIO DO CRESCIMENTO APÓS ESTIMULO CLONIDINA 0' 60' 90' 120'," R$  160,00 "," R$  23,00 ","R$ 0,00"
Biolab,Exame,HIV – CARGA VIRAL PCR QUANTITATIVO," R$  800,00 "," R$  560,00 ","R$ 0,00"
Biolab,Exame,"HIV1 OU HIV2, PESQUISA DE ANTICORPOS -"," R$  35,00 "," R$  16,00 ","R$ 0,00"
Biolab,Exame,HLA B27," R$  190,00 "," R$  120,00 ","R$ 0,00"
Biolab,Exame,HLA DQ2 DQ8 DOENCA CELIACA," R$  810,00 "," R$  567,00 ","R$ 0,00"
Biolab,Exame,HOMOCISTEÍNA," R$  60,00 "," R$  54,00 ","R$ 0,00"
Biolab,Exame,HORMÔNIO LUTEINIZANTE ( LH )," R$  30,00 "," R$  15,00 ","R$ 0,00"
Biolab,Exame,HTLV1 OU HTLV2 PESQUISA DE ANTICORPOS ( CADA )," R$  80,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGA," R$  40,00 "," R$  33,00 ","R$ 0,00"
Biolab,Exame,IGD," R$  62,00 "," R$  43,40 ","R$ 0,00"
Biolab,Exame,IGE COMPONENTE F76 - LEITE - ALFA LACTOALBUMINA ," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE COMPONENTE F77 - LEITE - BETA-LACTOGLOBULINA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE COMPONENTE F78 - LEITE - CASEINA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO - AZITROMICINA," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO ( D1) - ACAROS - D. PTERONYSSINUS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO ( D73) - ACAROS - GLYCYPHAGUS DOMESTICU," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (C1) - PENICILINA G," R$  180,00 "," R$  126,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (C201) - CEFALOSPORINA," R$  180,00 "," R$  126,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (C209) - PARACETAMOL," R$  120,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (C294) - DIPIRONA/METAMIZOL," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (C6) - AMOXICILINA," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (C89) - BUPIVACAINA," R$  101,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (D201) - ACAROS - BIOMIA TROPICALIS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (E1) - EPITELIOS - PÊLO E CASPA DE GATO," R$  50,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (E171) - PICADA DE MOSQUITO," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (E5) - EPITELIOS - CASPA DE CÃO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (E85) - PENA DE GALINHA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F10) - ALIMENTOS -," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F105) - ALIMENTOS - CHOCOLATE," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F11) - ALIMENTOS - TRIGO SARRACENO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F12) - ALIMENTOS - ERVILHA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F14) - ALIMENTOS - GRÃO DE SOJA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F15) - ALIMENTOS - FEIJÃO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F17) - ALIMENTOS - AVELÃ," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F18) - ALIMENTOS - CASTANHA DO PARÁ," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F20) - ALIMENTOS - AMENDOA," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F202) - ALIMENTOS - CASTANHA E CAJU," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F210) - ALIMENTOS - ABACAXI," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F245) - ALIMENTOS - OVO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F25) - ALIMENTOS - TOMATE," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F26) - ALIMENTOS - CARNE DE PORCO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F3) - ALIMENTOS - CARNE BOVINA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F3) - ALIMENTOS - PEIXE- BACALHAU," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F308) - ALIMENTOS - SARDINHA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F340) - ALIMENTOS - ADITIVOS- VERMELHO CARMIN," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F36) - ALIMENTOS - CÔCO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F4) - ALIMENTOS - BATATA," R$  40,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F41) - ALIMENTOS - SALMÃO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F44) - MORANGO," R$  50,00 "," R$  23,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F49) - ALIMENTOS - MAÇÃ," R$  50,00 "," R$  34,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F5) - ALIMENTOS - CENTEIO," R$  40,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F7) - ALIMENTOS - AVEIA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F76) - ALIMENTOS - CEVADA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F8) - ALIMENTOS - MILHO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F92) - ALIMENTOS - BANANA," R$  50,00 "," R$  34,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F93) - ALIMENTOS - CACAU," R$  50,00 "," R$  34,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (F96) - ALIMENTOS - ABACATE," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (I 1) - VENENO - ABELHA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (I 6) - INSETOS - BARATA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (I 70) - INSETOS - FORMIGA LAVA PÉ," R$  45,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (I 71) - INSETOS - PERNILONGO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (K70) - OCUPACIONAIS - GRÃO DE CAFÉ," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (K82) - OCUPACIONAIS - LATEX," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (M207) - FUNGOS - ASPERGILUS NIGER," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (M3) - FUNGOS - ASPERGILUS FUMIGATOS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (O1) - MISCELÂNIA - ALGODÃO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO (T3) - PÓLENS DE ALGODÃO - BÉTULA," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO D2 - ACAROS - ACARO DOMEST FARINAE," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F1 - ALIMENTOS CLARA DE OVO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F13 - ALIMENTOS - AMENDOIM," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F14 - ALIMENTOS - SOJA," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F24 - ALIMENTOS - CAMARÃO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F4 - ALIMENTOS - TRIGO," R$  40,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F75 - ALIMENTOS - GEMA DE OVO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO F79 - ALIMENTOS - GLUTEN," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE ESPECIFICO G15 - GRAMINEAS - TRIGO," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE MULTIPLO (MX1) - FUNGOS E LEVEDURAS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX1) - ALIMENTOS 1," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX10) - ALIMENTOS 10," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX2) - ALIMENTOS 2," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX3) - ALIMENTOS 3," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX5E) - ALIMENTOS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX8) - ALIMENTOS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (FX9) - ALIMENTOS 9," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (GX2) - GRAMÍNEAS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (HX2) - POEIRA DOMICILIAR," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PAINEL (MX2) - FUNGOS E LEVEDURAS," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE PARA VITAMINA B12 (C721)," R$  300,00 "," R$  210,00 ","R$ 0,00"
Biolab,Exame,IGE RAST - OVOALBUMINA F232," R$  100,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE RAST - OVOMUCOIDE F233 ALIMENTOS," R$  100,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE RAST - PAINEL ANIMAIS (EX70)," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGE RAST - PAINEL GRAMÍNEAS GX2," R$  50,00 "," R$  26,00 ","R$ 0,00"
Biolab,Exame,IGE TOTAL," R$  30,00 "," R$  21,00 ","R$ 0,00"
Biolab,Exame,IGG," R$  40,00 "," R$  24,00 ","R$ 0,00"
Biolab,Exame,IGG ESPECÍFICO (F78) - CASEÍNA (DE VACA)," R$  50,00 "," R$  35,00 ","R$ 0,00"
Biolab,Exame,IGM," R$  40,00 "," R$  24,00 ","R$ 0,00"
Biolab,Exame,IMUNOFIXAÇÃO DE PROTEÍNAS SORO," R$  150,00 "," R$  105,00 ","R$ 0,00"
Biolab,Exame,IMUNOHISTOQUIMICO," R$  790,00 "," R$  553,00 ","R$ 0,00"
Biolab,Exame,INDICE DE HOMA BETA," R$  60,00 "," R$  42,00 ","R$ 0,00"
Biolab,Exame,INDICE DE HOMA IR," R$  60,00 "," R$  42,00 ","R$ 0,00"
Biolab,Exame,INDICE DE SATURAÇÃO DA TRANSFERRINA," R$  40,00 "," R$  14,00 ","R$ 0,00"
Biolab,Exame,INSULINA," R$  40,00 "," R$  28,00 ","R$ 0,00"
Biolab,Exame,IODO SERICO," R$  110,00 "," R$  95,00 ","R$ 0,00"
