PARCEIRO,ESPECIALIDADE,PRODUTOS,VALOR PARTICULAR,VALOR REPASSE,VALOR VENDA
Marilia Gabriela Oliveira,Pos operatorio,Pós Operatório Mama 5 Sessões,"R$1.000,00","R$500,00","R$ 0,00"
Marilia Gabriela Oliveira,Pos operatorio,Pós Operatório Lipoescultura + Abdomên 12 Sessões,"R$2.000,00","R$1.400,00","R$ 0,00"
